[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-2
Sequence ID : 529

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 23:11:40
Order : 10
Analyse step ID : 13106

[SAMPLE]
Sample Name : Q14-1

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
52	12710.8483398964	377133.642961416	505421.659117326	290927.627068208	229753.995774342	120884.74153231	178874.821672135	124170.920746531	128506.150382588	92458.5475584282	249275.126893873	130189.498343675	161836.61934889	77049.3012132054	14272.0354419745	89975.2644564832	130672.903923349	116323.766465705
53	12686.7290830845	376889.780276022	504931.672050804	290805.950938108	229753.995774342	120762.88191383	180119.16825768	125860.321028797	129069.773849178	93344.4744078557	249792.724748719	131280.907311825	163180.090646167	77373.8901598645	14352.9541404407	90299.2078028612	131122.614015514	116837.904660028
54	12668.6396404755	376767.848933325	504931.672050804	290684.274808009	229632.239549766	120641.02229535	181467.210392021	127469.273678574	129713.914953853	94270.6706595298	250310.322603565	132424.288135602	164420.217997499	77657.9054881912	14433.8728389069	90623.1511492391	131572.324107679	117287.775580061
55	12638.4905694606	376645.917590628	504686.678517543	290562.598677909	229510.483325191	120580.09248611	182607.86142877	129078.226328351	130277.538420443	95156.5975089572	250931.440029381	133567.668959379	165763.689294776	77941.9208165179	14504.6767000648	90947.0944956171	132022.034199844	117737.646500094
56	12626.4309410546	376402.054905235	504686.678517543	290562.598677909	229510.483325191	120397.303058389	183852.208014316	130606.731345639	130841.161887034	96042.5243583847	251552.557455196	134711.049783155	167107.160592053	78266.509763177	14626.0547477641	91271.0378419951	132471.744292009	118187.517420127
57	12614.3713126486	376158.192219841	504441.684984282	290319.24641771	229266.970876039	120214.513630669	185096.554599861	132179.032871566	131404.785353624	96928.4512078121	252070.155310042	135802.458751306	168450.63188933	78550.5250915037	14696.858608922	91594.9811883731	132857.210085293	118637.388340161
58	12596.2818700397	376158.192219841	504196.691451021	290197.57028761	229266.970876039	120092.654012189	186340.901185406	133707.579204226	131968.408820214	97733.8392527462	252794.792306827	136945.839575083	169794.103186607	78834.5404198304	14777.7773073882	91878.4316164538	133306.920177458	119087.259260194
59	12578.1924274307	375792.39819175	504196.691451021	290197.57028761	229145.214651463	119970.794393709	187481.552222156	135155.675729904	132612.549924889	98579.4966999269	253312.390161673	138037.248543233	171137.574483883	79118.5557481572	14838.4663312378	92202.3749628318	133756.630269623	119537.130180227
60	12554.0731706188	375792.39819175	503951.69791776	290075.89415751	228901.702202312	119848.934775229	188725.898807701	136603.772255581	133095.655753395	99384.884744861	253829.988016519	139128.657511384	172584.389727105	79402.5710764839	14909.2701923958	92485.8253909125	134142.096062907	119922.733825969
61	12548.0433564158	375548.535506357	503706.704384499	289954.218027411	229023.458426888	119666.145347508	189866.549844451	138051.868781259	133739.796858069	100190.272789795	254451.105442334	140220.066479534	174031.204970326	79646.0127864782	15000.3037281702	92769.2758189932	134527.561856191	120308.337471712
62	12529.9539138068	375548.535506357	503706.704384499	289832.541897311	228901.702202312	119605.215538268	191007.200881201	139419.515499954	134303.42032466	100955.391432482	255072.222868149	141311.475447685	175374.676267603	79930.0281148049	15081.2224266364	93093.2191653712	134913.027649476	120758.208391745
63	12517.8942854008	375304.672820963	503461.710851238	289589.189637112	228779.945977736	119483.355919788	192147.851917951	140787.16221865	134786.526153166	101720.51007517	255589.820722995	142402.884415836	176718.14756488	80173.4698247992	15152.0262877943	93376.669593452	135298.49344276	121079.544763197
64	12499.8048427919	375060.810135569	503216.717317977	289467.513507012	228779.945977736	119361.496301308	193392.198503496	142154.808937345	135350.149619756	102485.628717857	256210.938148811	143494.293383986	178061.618862156	80457.485153126	15232.9449862605	93619.6271032354	135683.959236044	121529.415683231
65	12499.8048427919	375060.810135569	502971.723784716	289467.513507012	228658.189753161	119361.496301308	194532.849540246	143442.005849058	135913.773086346	103250.747360544	256728.536003657	144533.730496511	179508.434105378	80700.9268631203	15303.7488474184	93943.5704496134	136069.425029328	121850.752054683
