[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-1
Sequence ID : 528

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 20:58:55
Order : 39
Analyse step ID : 13096

[SAMPLE]
Sample Name : Q10-3

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
65	11209.4246033527	384640.677727801	523061.193512114	294942.939361496	232554.388939583	118447.549162707	193910.676247473	144166.054111897	134544.973238913	103009.130947064	246790.657190612	145365.28018653	182195.376699931	80376.3379164612	15030.648240095	93984.0633679107	130351.682428946	117352.042854352
66	11197.3649749467	384396.771147124	523061.193512114	294821.263231396	232554.388939583	118264.759734987	195051.327284223	145453.251023611	135108.596705503	103693.710785258	247308.255045458	146352.745443428	183538.847997208	80619.7796264555	15091.3372639447	94227.0208776941	130737.14822223	117737.646500094
67	11191.3351607437	384396.771147124	522816.199978853	294821.263231396	232310.876490432	118203.829925747	196088.282772178	146659.998128342	135672.220172093	104418.560025699	247929.372471273	147444.154411579	184985.66324043	80863.2213364499	15152.0262877943	94510.4713057749	131186.858314395	118123.250145837
68	11179.2755323378	384152.864566447	522571.206445592	294699.587101296	232310.876490432	118142.900116506	197228.933808928	147866.745233073	136155.326000599	105103.139863893	248446.970326119	148483.591524103	186432.478483651	81106.6630464442	15232.9449862605	94753.4288155583	131572.324107679	118573.12106587
69	11179.2755323378	384152.864566447	522571.206445592	294577.910971197	232432.632715007	118021.040498026	198265.889296882	149073.492337804	136638.431829105	105787.719702087	249068.087751935	149575.000492254	187775.949780928	81350.1047564385	15273.4043354936	95036.8792436391	131957.789900963	118958.724711613
70	11167.2159039318	383908.95798577	522326.212912331	294456.234841097	232310.876490432	117838.251070306	199406.540333632	150280.239442536	137202.055295696	106472.299540281	249585.685606781	150562.465749152	189119.421078205	81552.9728481005	15344.2081966515	95320.3296717198	132343.255694247	119280.061083065
71	11161.1860897288	383665.051405092	522081.21937907	294334.558710997	232067.36404128	117838.251070306	200443.495821586	151486.986547267	137685.161124202	107116.609976228	250206.803032596	151601.902861676	190669.58026737	81836.9881764272	15404.8972205012	95563.2871815033	132728.721487532	119665.664728808
72	11155.1562755258	383665.051405092	522081.21937907	294212.882580898	232067.36404128	117716.391451826	201584.146858336	152613.283845016	138248.784590792	107760.920412175	250724.400887442	152589.368118574	191909.707618703	82080.4298864215	15475.7010816591	95806.2446912868	133049.942981935	120051.26837455
73	11149.1264613228	383421.144824415	521836.225845809	293969.530320699	231945.607816705	117716.391451826	202517.406797495	153739.581142765	138731.890419298	108405.230848122	251241.998742288	153628.805231099	193253.178915979	82242.7243597511	15546.504942817	96089.6951193675	133435.408775219	120372.604746003
74	11149.1264613228	383177.238243738	521836.225845809	293969.530320699	231945.607816705	117594.531833346	203658.057834245	154865.878440514	139295.513885888	109049.541284069	251759.596597134	154512.326776744	194699.994159201	82486.1660697454	15607.1939666667	96373.1455474482	133820.874568504	120822.475666036
75	11149.1264613228	383421.144824415	521591.232312548	293847.854190599	231823.851592129	117472.672214866	204798.708870995	155911.725931282	139778.619714394	109653.58231777	252277.194451981	155655.707600521	196043.465456478	82689.0341614073	15647.6533158998	96616.1030572317	134142.096062907	121143.812037488
76	11143.0966471198	382933.331663061	521346.238779287	293726.178060499	231823.851592129	117350.812596386	205731.968810154	157038.023229031	140261.7255429	110257.623351471	252898.311877796	156643.172857419	197386.936753754	82891.9022530693	15728.5720143659	96859.0605670152	134527.561856191	121465.14840894
77	11137.0668329168	382933.331663061	521346.238779287	293604.5019304	231823.851592129	117289.882787145	206768.924298108	158083.870719798	140744.831371406	110861.664385171	253415.909732642	157526.694403065	198833.751996976	83135.3439630636	15779.1462009073	97102.0180767987	134848.783350595	121786.484780392
